date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,sold_quantity
2025-07-01,P & A,Mouse,A2319150306,AQ Gamers Ms,USA,E-Commerce,Direct,ZZZ9254,Atliq e Store,436
2025-07-01,P & A,Mouse,A2319150303,AQ Gamers Ms,Portugal,E-Commerce,Retailer,90017059,Amazon,113
2025-07-01,N & S,Wi fi extender,A7119160102,AQ Wi Power Dx1,Australia,Brick & Mortar,Retailer,ZZZ9189,Electricalsocity,30
2025-07-01,P & A,Mouse,A2721150703,AQ Trigger Ms,Indonesia,Brick & Mortar,Retailer,90003179,Acclaimed Stores,240
2025-07-01,P & A,Batteries,A4020150401,AQ Mx NB,Portugal,UNKNOWN,Retailer,90017059,Amazon,5
2025-07-01,PC,Gaming Laptop,A5318110105,AQ Gamer 1,France,Brick & Mortar,Retailer,90011187,Chip 7,3
2025-07-01,P & A,Graphic Card,A0721150402,AQ GT 21,Newzealand,Brick & Mortar,Retailer,90009129,Leader,11
2025-07-01,PC,Personal Laptop,A4118110106,AQ Aspiron,Norway,Brick & Mortar,Retailer,90015147,Chiptec,7
2025-07-01,P & A,Processors,A1319150401,AQ Electron 5 3600 Desktop Processor,USA,E-Commerce,Retailer,90022081,Amazon,56
2025-07-01,PC,Business Laptop,A5820110101,AQ BZ Allin1,United Kingdom,E-Commerce,Direct,70021096,Atliq e Store,8
2025-07-01,P & A,Processors,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Austria,Brick & Mortar,Retailer,ZZZ3653,Atlas Stores,8 units
2025-07-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,Spain,Brick & Mortar,Retailer,90018108,Relief,38
2025-07-01,PC,Gaming Laptop,A5519110303,AQ Gamer 3,Germany,UNKNOWN,Retailer,90012041,Amazon,2
2025-07-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,Pakistan,E-Commerce,Direct,70005163,Atliq e Store,2
2025-07-01,PC,Gaming Laptop,A5721110503,AQ Smash 2,Spain,Brick & Mortar,Retailer,90018112,Euronics,2 units
2025-07-01,P & A,Keyboard,A3421150606,AQ Qwerty,United Kingdom,E-Commerce,Direct,70021096,Atliq e Store,141
2025-07-01,P & A,Mouse,A2319150302,AQ Gamers Ms,Australia,Brick & Mortar,Direct,70008169,AltiQ Exclusive,128
2025-07-01,N & S,External Solid State Drives,A6218160102,AQ Digit SSD,Germany,Brick & Mortar,Retailer,90012033,Digimarket,105 units
2025-07-01,N & S,Wi fi extender,A7118160101,AQ Wi Power Dx1,France,Brick & Mortar,Retailer,90011191,Sorefoz,42
2025-07-01,P & A,Keyboard,A3521150705,AQ Trigger,France,Brick & Mortar,Retailer,90011188,ElkjÃ¸p,220
2025-07-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,Newzealand,Brick & Mortar,Retailer,90009129,,2
2025-07-01,P & A,Keyboard,A3320150502,AQ Maxima,Portugal,-,Retailer,90017051,Forward Stores,60
2025-07-01,P & A,Keyboard,A3320150502,AQ Maxima,Japan,Brick & Mortar,Retailer,90004061,Info Stores,22
2025-07-01,PC,Personal Laptop,A4218110207,AQ Digit,Mexico,E-Commerce,Retailer,90026205,Amazon,2
2025-07-01,P & A,Mouse,A2520150506,AQ Maxima Ms,USA,Brick & Mortar,Retailer,90022077,Radio Shack,335 units
2025-07-01,PC,Personal Laptop,A4319110306,AQ Velocity,Poland,E-Commerce,Retailer,90016176,Amazon,1
2025-07-01,P & A,Graphic Card,A0620150306,AQ Mforce Gen Z,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,27
2025-07-01,P & A,MotherBoard,A1618150103,AQ MB Elite,United Kingdom,Brick & Mortar,Retailer,90021091,Expert,5
2025-07-01,P & A,Mouse,A2821150801,AQ Lumina Ms,Germany,Brick & Mortar,Retailer,90012039,Currys (Dixons Carphone),45
2025-07-01,P & A,Mouse,A2319150303,AQ Gamers Ms,Australia,Brick & Mortar,Retailer,90008164,Digimarket,223
2025-07-01,PC,Gaming Laptop,A5519110302,AQ Gamer 3,Japan,E-Commerce,Retailer,90004067,Amazon,1
2025-07-01,P & A,Keyboard,A3119150302,AQ Gamers,Austria,Brick & Mortar,Retailer,90020099,Integration Stores,26
2025-07-01,P & A,Keyboard,A3521150704,AQ Trigger,Norway,E-Commerce,Direct,70015152,Atliq e Store,24
2025-07-01,PC,Gaming Laptop,A5721110502,AQ Smash 2,South Korea,Brick & Mortar,Distributor,80007196,Leader,20
2025-07-01,PC,Gaming Laptop,A5419110207,AQ Gamer 2,Mexico,E-Commerce,Retailer,ZZZ3658,Amazon,1
2025-07-01,N & S,External Solid State Drives,A6519160401,AQ Clx2,India,E-Commerce,Retailer,90002009,,681
2025-07-01,PC,Gaming Laptop,A5520110307,AQ Gamer 3,United Kingdom,Brick & Mortar,Retailer,90021087,Logic Stores,3
2025-07-01,PC,Gaming Laptop,A5721110504,AQ Smash 2,United Kingdom,E-Commerce,Retailer,90021095,Amazon,1
2025-07-01,P & A,Graphic Card,A0721150403,AQ GT 21,Columbia,Brick & Mortar,Retailer,90025209,Electricalsbea Stores,2
2025-07-01,PC,Gaming Laptop,A5419110204,AQ Gamer 2,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,2 units
2025-07-01,P & A,Processors,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Canada,Brick & Mortar,Retailer,90023027,Costco,53
2025-07-01,P & A,MotherBoard,A1718150204,AQ MB Crossx,Germany,Brick & Mortar,Retailer,90012033,Digimarket,12
2025-07-01,PC,Personal Laptop,A4319110306,AQ Velocity,United Kingdom,Brick & Mortar,Retailer,90021087,Logic Stores,11
2025-07-01,PC,Personal Laptop,A4620110602,AQ Gen Y,Philiphines,E-Commerce,Retailer,90006156,Amazon,8
2025-07-01,P & A,MotherBoard,A1618150103,AQ MB Elite,Spain,Brick & Mortar,Retailer,90018112,Euronics,8
2025-07-01,PC,Business Laptop,A5119110307,AQ BZ Gen Y,India,Brick & Mortar,Retailer,90002015,Propel,15
2025-07-01,P & A,Mouse,A2419150403,AQ Lite Ms,Netherlands,Brick & Mortar,Retailer,90014136,Reliance Digital,58
2025-07-01,P & A,Keyboard,A3320150502,AQ Maxima,USA,Brick & Mortar,Retailer,90022077,Radio Shack,143
2025-07-01,P & A,MotherBoard,A1919150401,AQ MB Lito,Poland,Brick & Mortar,Direct,ZZZ2623,AltiQ Exclusive,9
2025-07-01,P & A,Processors,A1521150602,AQ Electron 3 3600 Desktop Processor,India,Brick & Mortar,Retailer,90002012,Electricalsocity,65
2025-07-01,P & A,Keyboard,A3521150704,AQ Trigger,Australia,Brick & Mortar,Direct,70008169,AltiQ Exclusive,197
2025-07-01,P & A,Keyboard,A3320150501,AQ Maxima,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,187
2025-07-01,P & A,Processors,A1320150403,AQ Electron 5 3600 Desktop Processor,Spain,Brick & Mortar,Retailer,90018107,Elite,135
2025-07-01,P & A,MotherBoard,A2020150502,AQ MB Lito 2,Austria,Brick & Mortar,Retailer,90020100,Nova,6
2025-07-01,P & A,Mouse,A2118150103,AQ Master wired x1 Ms,Spain,Brick & Mortar,Retailer,90018108,Relief,16 units
2025-07-01,P & A,Keyboard,A3018150201,AQ Master wireless x1,Newzealand,Brick & Mortar,Retailer,90009131,Path,38
2025-07-01,P & A,Mouse,A2419150404,AQ Lite Ms,Australia,UNKNOWN,Retailer,90008164,Digimarket,144 units
2025-07-01,P & A,Batteries,A3718150105,AQ LION x1,France,Brick & Mortar,Retailer,90011185,Epic Stores,17
2025-07-01,N & S,External Solid State Drives,A6419160302,AQ Clx1,India,E-Commerce,Retailer,90002016,Amazon,612
2025-07-01,P & A,Mouse,A2620150604,AQ Qwerty Ms,Norway,Brick & Mortar,Direct,70015151,AltiQ Exclusive,190
2025-07-01,P & A,Processors,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Portugal,Brick & Mortar,Retailer,90017051,Forward Stores,23
2025-07-01,P & A,MotherBoard,A1618150103,AQ MB Elite,Australia,Brick & Mortar,Retailer,90008167,Electricalsocity,49
2025-07-01,P & A,Keyboard,A3521150702,AQ Trigger,USA,Brick & Mortar,Retailer,90022071,Acclaimed Stores,283
2025-07-01,P & A,Internal HDD,A0321150302,AQ Zion Saga,South Korea,Brick & Mortar,Distributor,80007196,Leader,268
2025-07-01,N & S,External Solid State Drives,A6319160201,AQ Neuer SSD,Poland,Brick & Mortar,Retailer,90016171,Electricalsara Stores,58 units
2025-07-01,PC,Personal Desktop,A6018110102,AQ Home Allin1,USA,Brick & Mortar,Direct,70022084,AltiQ Exclusive,1 units
2025-07-01,P & A,Mouse,A2219150204,AQ Master wireless x1 Ms,Spain,Brick & Mortar,Retailer,90018109,Chiptec,104
2025-07-01,PC,Personal Desktop,A6019110107,AQ Home Allin1,China,Brick & Mortar,Distributor,80001019,Neptune,90
2025-07-01,P & A,Mouse,A2821150801,AQ Lumina Ms,Japan,Brick & Mortar,Retailer,90004064,All-Out,8
2025-07-01,N & S,Wi fi extender,A7321160302,AQ Wi Power Dx3,Newzealand,E-Commerce,Retailer,90009132,Amazon,68
2025-07-01,P & A,Mouse,A2721150704,AQ Trigger Ms,Philiphines,Brick & Mortar,Distributor,80006155,Novus,875
2025-07-01,PC,Business Laptop,A5219110405,AQ BZ Gen Z,Indonesia,E-Commerce,Retailer,90003180,Amazon,5
2025-07-01,PC,Business Laptop,A5219110403,AQ BZ Gen Z,USA,-,Retailer,90022072,Path,5
2025-07-01,P & A,MotherBoard,A1819150304,AQ MB Crossx 2,Japan,Brick & Mortar,Direct,70004069,AltiQ Exclusive,7
2025-07-01,P & A,Internal HDD,A0321150303,AQ Zion Saga,Poland,Brick & Mortar,Retailer,90016173,Expert,4
2025-07-01,P & A,Mouse,A2118150105,AQ Master wired x1 Ms,Spain,Brick & Mortar,Retailer,90018109,Chiptec,72
2025-07-01,PC,Personal Laptop,A4319110305,AQ Velocity,Portugal,Brick & Mortar,Retailer,90017051,Forward Stores,1
2025-07-01,P & A,Keyboard,A3119150301,AQ Gamers,South Korea,Brick & Mortar,Distributor,80007195,Sage,1081
2025-07-01,P & A,Mouse,A2319150303,AQ Gamers Ms,Portugal,Brick & Mortar,Retailer,ZZZ8406,Forward Stores,60 units
2025-07-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,Canada,Brick & Mortar,Retailer,90023024,Sage,33
2025-07-01,PC,Personal Desktop,A6119110202,AQ HOME Allin1 Gen 2,Bangladesh,Brick & Mortar,Retailer,90010044,Surface Stores,1
2025-07-01,P & A,Mouse,A2118150103,AQ Master wired x1 Ms,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,543 units
2025-07-01,P & A,Internal HDD,A0220150203,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,17
2025-07-01,P & A,MotherBoard,A1920150404,AQ MB Lito,Bangladesh,Brick & Mortar,Retailer,90010045,Control,10
2025-07-01,PC,Business Laptop,A5018110203,AQ BZ Compact,Newzealand,E-Commerce,Retailer,90009132,Amazon,1
2025-07-01,P & A,Processors,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Japan,Brick & Mortar,Retailer,90004064,All-Out,7
2025-07-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,USA,Brick & Mortar,Retailer,90022072,Path,22
2025-07-01,P & A,Batteries,A3920150305,AQ LION x3,Newzealand,E-Commerce,Retailer,ZZZ1430,Amazon,10
2025-07-01,P & A,Batteries,A3819150203,AQ LION x2,France,Brick & Mortar,Direct,70011193,AltiQ Exclusive,13
2025-07-01,PC,Personal Desktop,A6018110101,AQ Home Allin1,Indonesia,E-Commerce,Retailer,90003180,Amazon,3
2025-07-01,N & S,Wi fi extender,A7118160101,AQ Wi Power Dx1,Japan,Brick & Mortar,Retailer,90004061,Info Stores,9
2025-07-01,PC,Personal Laptop,A4620110603,AQ Gen Y,Pakistan,Brick & Mortar,Retailer,90005160,Nomad Stores,4
2025-07-01,P & A,Mouse,A2118150102,AQ Master wired x1 Ms,India,E-Commerce,Retailer,90002016,Amazon,239
2025-07-01,P & A,Internal HDD,A0118150104,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Spain,Brick & Mortar,Retailer,90018112,Euronics,12
2025-07-01,PC,Personal Laptop,A4318110301,AQ Velocity,Poland,Brick & Mortar,Retailer,90016175,Argos (Sainsbury's),1
2025-07-01,P & A,Processors,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,India,Brick & Mortar,Retailer,90002013,Electricalslytical,23
2025-07-01,P & A,Mouse,A2419150405,AQ Lite Ms,Poland,Brick & Mortar,Retailer,90016175,Argos (Sainsbury's),16
2025-07-01,N & S,Wi fi extender,A7321160303,AQ Wi Power Dx3,Poland,Brick & Mortar,Retailer,90016173,Expert,37
2025-07-01,P & A,Internal HDD,A0118150101,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Italy,UNKNOWN,Retailer,90013120,Coolblue,33
2025-07-01,P & A,Mouse,A2419150405,AQ Lite Ms,USA,Brick & Mortar,Retailer,90022080,Staples,214
2025-07-01,PC,Personal Laptop,A4520110508,AQ Gen X,Portugal,Brick & Mortar,Retailer,90017049,Premium Stores,60
2025-07-01,PC,Personal Laptop,A4218110203,AQ Digit,Spain,Brick & Mortar,Retailer,90018108,Relief,75
2025-07-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,Japan,Brick & Mortar,Retailer,90004064,All-Out,1 units
2025-07-01,P & A,Mouse,A2620150603,AQ Qwerty Ms,France,Brick & Mortar,Retailer,90011188,ElkjÃ¸p,113
2025-07-01,PC,Personal Laptop,A4519110502,AQ Gen X,Canada,Brick & Mortar,Retailer,ZZZ1605,Premium Stores,6 units
2025-07-01,P & A,Keyboard,A3019150206,AQ Master wireless x1,Poland,Brick & Mortar,Retailer,90016171,Electricalsara Stores,27
2025-07-01,P & A,Batteries,A3819150205,AQ LION x2,Italy,Brick & Mortar,Retailer,ZZZ5706,Coolblue,3
2025-07-01,P & A,Keyboard,A3019150205,AQ Master wireless x1,Norway,Brick & Mortar,Retailer,90015147,Chiptec,171
2025-07-01,PC,Gaming Laptop,A5318110104,AQ Gamer 1,Spain,Brick & Mortar,Retailer,90018109,Chiptec,2
2025-07-01,P & A,Processors,A1320150402,AQ Electron 5 3600 Desktop Processor,Canada,E-Commerce,Direct,70023032,Atliq e Store,23
2025-07-01,P & A,Mouse,A2118150105,AQ Master wired x1 Ms,Italy,Brick & Mortar,Retailer,ZZZ6085,Argos (Sainsbury's),17
2025-07-01,PC,Gaming Laptop,A5318110103,AQ Gamer 1,Australia,Brick & Mortar,Retailer,90008167,Electricalsocity,6
2025-07-01,PC,Personal Laptop,A4218110207,AQ Digit,India,E-Commerce,Retailer,90002016,Amazon,23
2025-07-01,P & A,Keyboard,A2918150101,AQ Master wired x1,Italy,Brick & Mortar,Retailer,90013120,,97
2025-07-01,N & S,USB Flash Drives,A6720160103,AQ Pen Drive 2 IN 1,Germany,Brick & Mortar,Retailer,90012036,Billa,151
2025-07-01,P & A,Graphic Card,A0621150307,AQ Mforce Gen Z,Australia,Brick & Mortar,Retailer,90008165,Forward Stores,38
2025-07-01,PC,Personal Laptop,A4419110404,AQ Elite,Portugal,E-Commerce,Direct,70017060,Atliq e Store,15
2025-07-01,PC,Personal Laptop,A4520110505,AQ Gen X,Austria,Brick & Mortar,Retailer,90020100,Nova,2
2025-07-01,PC,Gaming Laptop,A5721110506,AQ Smash 2,United Kingdom,Brick & Mortar,Retailer,90021091,Expert,2
2025-07-01,PC,Business Laptop,A4918110102,AQ BZ 101,Netherlands,Brick & Mortar,Retailer,90014139,ElkjÃ¸p,2
2025-07-01,P & A,Internal HDD,A0219150202,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Norway,Brick & Mortar,Retailer,90015147,Chiptec,40
2025-07-01,P & A,Mouse,A2319150304,AQ Gamers Ms,Portugal,Brick & Mortar,Retailer,90017051,Forward Stores,91
2025-07-01,PC,Personal Desktop,A6018110106,AQ Home Allin1,India,Brick & Mortar,Direct,ZZZ8314,AltiQ Exclusive,3
2025-07-01,P & A,Graphic Card,A0418150105,AQ Mforce Gen X,Italy,Brick & Mortar,Retailer,90013123,Expert,13
2025-07-01,P & A,MotherBoard,A1618150104,AQ MB Elite,Germany,E-Commerce,Direct,70012043,Atliq e Store,10
2025-07-01,PC,Gaming Laptop,A5520110307,AQ Gamer 3,Portugal,E-Commerce,Retailer,90017059,Amazon,1
2025-07-01,PC,Personal Laptop,A4620110605,AQ Gen Y,Spain,Brick & Mortar,Retailer,90018112,Euronics,3
2025-07-01,P & A,Mouse,A2419150402,AQ Lite Ms,Norway,Brick & Mortar,Retailer,90015145,Synthetic,65
2025-07-01,N & S,Wi fi extender,A7219160201,AQ Wi Power Dx2,USA,E-Commerce,Retailer,90022083,Ebay,336
2025-07-01,N & S,External Solid State Drives,A6319160201,AQ Neuer SSD,India,Brick & Mortar,Retailer,ZZZ8565,Atliq Exclusive,820 units
2025-07-01,P & A,Processors,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,South Korea,Brick & Mortar,Distributor,80007195,Sage,90
2025-07-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,Norway,Brick & Mortar,Direct,70015151,AltiQ Exclusive,5
2025-07-01,PC,Business Laptop,A5820110103,AQ BZ Allin1,India,Brick & Mortar,Retailer,90002013,Electricalslytical,16
2025-07-01,P & A,Batteries,A4020150402,AQ Mx NB,Pakistan,Brick & Mortar,Retailer,90005161,Zone,9
2025-07-01,PC,Gaming Laptop,A5520110306,AQ Gamer 3,Canada,Brick & Mortar,Direct,70023031,AltiQ Exclusive,4
2025-07-01,P & A,Batteries,A3818150201,AQ LION x2,Italy,Brick & Mortar,Retailer,90013123,Expert,2
2025-07-01,P & A,Graphic Card,A0519150208,AQ Mforce Gen Y,Bangladesh,E-Commerce,Direct,70010048,Atliq e Store,27
2025-07-01,P & A,Internal HDD,A0118150104,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Italy,Brick & Mortar,Retailer,90013121,,450
2025-07-01,PC,Gaming Laptop,A5519110302,AQ Gamer 3,India,E-Commerce,Retailer,90002008,Amazon,17
2025-07-01,P & A,Keyboard,A3019150205,AQ Master wireless x1,Japan,Brick & Mortar,Direct,70004069,,50
2025-07-01,P & A,Mouse,A2319150303,AQ Gamers Ms,Japan,Brick & Mortar,Retailer,90004065,Neptune,55
2025-07-01,P & A,Keyboard,A3120150304,AQ Gamers,Japan,Brick & Mortar,Retailer,90004065,Neptune,345 units
2025-07-01,PC,Personal Laptop,A4218110202,AQ Digit,Germany,Brick & Mortar,Retailer,90012036,Billa,5
2025-07-01,P & A,Batteries,A4020150401,AQ Mx NB,Norway,Brick & Mortar,Retailer,90015145,Synthetic,16
2025-07-01,P & A,Processors,A1420150501,AQ Electron 4 3600 Desktop Processor,Norway,Brick & Mortar,Retailer,90015147,Chiptec,40
2025-07-01,PC,Business Laptop,A5018110203,AQ BZ Compact,Portugal,Brick & Mortar,Retailer,90017049,Premium Stores,1
2025-07-01,PC,Personal Laptop,A4319110302,AQ Velocity,Canada,Brick & Mortar,Direct,70023031,AltiQ Exclusive,11
2025-07-01,PC,Personal Laptop,A4218110206,AQ Digit,India,Brick & Mortar,Retailer,90002011,Atliq Exclusive,8
2025-07-01,PC,Personal Laptop,A4319110303,AQ Velocity,Norway,Brick & Mortar,Retailer,90015147,Chiptec,6
2025-07-01,N & S,Wi fi extender,A7119160103,AQ Wi Power Dx1,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,58
2025-07-01,P & A,Mouse,A2620150605,AQ Qwerty Ms,France,Brick & Mortar,Retailer,90011185,Epic Stores,191 units
2025-07-01,P & A,Mouse,A2419150404,AQ Lite Ms,China,E-Commerce,Retailer,90001021,,141
2025-07-01,P & A,Keyboard,A2918150101,AQ Master wired x1,Norway,Brick & Mortar,Direct,70015151,AltiQ Exclusive,73
2025-07-01,P & A,Batteries,A4020150402,AQ Mx NB,Portugal,UNKNOWN,Retailer,90017059,Amazon,7
2025-07-01,PC,Business Laptop,A5820110101,AQ BZ Allin1,Mexico,E-Commerce,Retailer,90026205,Amazon,1
2025-07-01,P & A,MotherBoard,A1919150402,AQ MB Lito,Portugal,E-Commerce,Retailer,90017059,Amazon,4
2025-07-01,PC,Gaming Laptop,A5621110407,AQ Smash 1,Portugal,Brick & Mortar,Retailer,90017056,Sorefoz,1
2025-07-01,PC,Gaming Laptop,A5318110104,AQ Gamer 1,India,Brick & Mortar,Retailer,90002001,,16
2025-07-01,P & A,Batteries,A3920150303,AQ LION x3,India,Brick & Mortar,Retailer,90002004,Vijay Sales,63
2025-07-01,PC,Gaming Laptop,A5621110405,AQ Smash 1,Poland,UNKNOWN,Retailer,90016171,Electricalsara Stores,15
2025-07-01,N & S,Wi fi extender,A7321160301,AQ Wi Power Dx3,USA,Brick & Mortar,Retailer,90022073,Control,227 units
2025-07-01,P & A,Mouse,A2319150305,AQ Gamers Ms,Indonesia,E-Commerce,Retailer,ZZZ7487,Amazon,336
2025-07-01,P & A,Keyboard,A3220150401,AQ Lite,Netherlands,Brick & Mortar,Retailer,90014136,Reliance Digital,74
2025-07-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Italy,Brick & Mortar,Direct,70013125,AltiQ Exclusive,8
2025-07-01,PC,Personal Laptop,A4721110703,AQ GEN Z,Norway,Brick & Mortar,Retailer,90015147,Chiptec,7 units
2025-07-01,PC,Personal Laptop,A4419110406,AQ Elite,United Kingdom,E-Commerce,Direct,70021096,Atliq e Store,9
2025-07-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,Germany,E-Commerce,Direct,70012043,,2
2025-07-01,P & A,Batteries,A3920150303,AQ LION x3,Netherlands,Brick & Mortar,Retailer,90014135,Electricalslance Stores,8
2025-07-01,P & A,Batteries,A4020150401,AQ Mx NB,Norway,E-Commerce,Direct,70015152,Atliq e Store,16
2025-07-01,P & A,Processors,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Netherlands,Brick & Mortar,Retailer,90014135,Electricalslance Stores,10
2025-07-01,PC,Personal Laptop,A4520110508,AQ Gen X,France,Brick & Mortar,Direct,70011193,AltiQ Exclusive,5
2025-07-01,P & A,Graphic Card,A0418150103,AQ Mforce Gen X,Austria,Brick & Mortar,Retailer,90020099,Integration Stores,9
2025-07-01,P & A,Batteries,A3819150204,AQ LION x2,Japan,Brick & Mortar,Retailer,90004061,Info Stores,1
2025-07-01,PC,Business Laptop,A5220110408,AQ BZ Gen Z,Italy,-,Retailer,90013123,Expert,1
2025-07-01,P & A,Keyboard,A2918150104,AQ Master wired x1,India,UNKNOWN,Retailer,90002007,Girias,533
2025-07-01,P & A,MotherBoard,A1718150202,AQ MB Crossx,South Korea,E-Commerce,Direct,70007199,Atliq e Store,56
2025-07-01,P & A,MotherBoard,A1819150304,AQ MB Crossx 2,Netherlands,Brick & Mortar,Retailer,90014136,Reliance Digital,3
2025-07-01,P & A,Mouse,A2520150506,AQ Maxima Ms,Canada,Brick & Mortar,Retailer,90023029,Staples,235
2025-07-01,PC,Gaming Laptop,A5721110501,AQ Smash 2,Canada,Brick & Mortar,Retailer,90023029,Staples,1
2025-07-01,P & A,Processors,A1320150403,AQ Electron 5 3600 Desktop Processor,USA,E-Commerce,Retailer,90022083,,101
2025-07-01,PC,Gaming Laptop,A5419110208,AQ Gamer 2,Germany,Brick & Mortar,Retailer,90012037,Saturn,2
2025-07-01,PC,Personal Laptop,A4218110208,AQ Digit,Bangladesh,Brick & Mortar,Direct,70010047,AltiQ Exclusive,2
2025-07-01,PC,Personal Laptop,A4218110204,AQ Digit,India,Brick & Mortar,Retailer,90002005,Lotus,38
2025-07-01,P & A,MotherBoard,A2021150503,AQ MB Lito 2,Netherlands,E-Commerce,Direct,70014143,Atliq e Store,4 units
2025-07-01,N & S,External Solid State Drives,A6419160302,AQ Clx1,Netherlands,E-Commerce,Direct,70014143,Atliq e Store,66
2025-07-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,Germany,Brick & Mortar,Retailer,90012036,Billa,16
2025-07-01,P & A,Mouse,A2721150704,AQ Trigger Ms,Netherlands,Brick & Mortar,Retailer,90014137,Media Markt,38
2025-07-01,PC,Gaming Laptop,A5721110506,AQ Smash 2,Netherlands,E-Commerce,Retailer,90014141,Amazon,2
2025-07-01,P & A,Mouse,A2419150401,AQ Lite Ms,Spain,Brick & Mortar,Retailer,90018107,Elite,55
2025-07-01,PC,Personal Laptop,A4620110606,AQ Gen Y,France,Brick & Mortar,Retailer,90011191,Sorefoz,6 units
2025-07-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,Australia,Brick & Mortar,Retailer,90008164,Digimarket,6
2025-07-01,P & A,MotherBoard,A1618150104,AQ MB Elite,Austria,E-Commerce,Retailer,ZZZ7846,Amazon,4 units
2025-07-01,P & A,Mouse,A2319150304,AQ Gamers Ms,Italy,E-Commerce,Retailer,90013124,Amazon,91
2025-07-01,PC,Business Laptop,A5018110204,AQ BZ Compact,Spain,Brick & Mortar,Retailer,90018112,Euronics,45
2025-07-01,P & A,Graphic Card,A0621150308,AQ Mforce Gen Z,Portugal,Brick & Mortar,Retailer,90017052,Power,13
2025-07-01,P & A,MotherBoard,A2020150502,AQ MB Lito 2,Poland,Brick & Mortar,Direct,70016177,AltiQ Exclusive,150
2025-07-01,PC,Personal Laptop,A4620110608,AQ Gen Y,Poland,Brick & Mortar,Direct,ZZZ2229,AltiQ Exclusive,2 units
2025-07-01,P & A,Processors,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Spain,Brick & Mortar,Retailer,90018107,Elite,6
2025-07-01,P & A,Graphic Card,A0721150404,AQ GT 21,Brazil,E-Commerce,Retailer,90027207,Amazon,1 units
2025-07-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,Norway,Brick & Mortar,Retailer,ZZZ6170,Boulanger,37
2025-07-01,PC,Personal Laptop,A4319110305,AQ Velocity,Norway,Brick & Mortar,Retailer,90015147,Chiptec,45
2025-07-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,Germany,Brick & Mortar,Retailer,90012035,Notebillig,2
2025-07-01,PC,Business Laptop,A5119110305,AQ BZ Gen Y,Norway,Brick & Mortar,Retailer,90015147,Chiptec,3
2025-07-01,PC,Business Laptop,A5119110306,AQ BZ Gen Y,France,Brick & Mortar,Retailer,90011185,Epic Stores,4
2025-07-01,N & S,Wi fi extender,A7220160203,AQ Wi Power Dx2,Austria,Brick & Mortar,Retailer,ZZZ4164,Nova,3 units
2025-07-01,P & A,MotherBoard,A1718150201,AQ MB Crossx,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,20 units
2025-07-01,P & A,Mouse,A2319150302,AQ Gamers Ms,Poland,Brick & Mortar,Retailer,90016171,Electricalsara Stores,31
2025-07-01,PC,Business Laptop,A5119110301,AQ BZ Gen Y,Germany,Brick & Mortar,Retailer,90012040,Fnac-Darty,2
2025-07-01,PC,Business Laptop,A5018110202,AQ BZ Compact,Italy,UNKNOWN,Retailer,90013116,Unity Stores,2
2025-07-01,P & A,Graphic Card,A0418150106,AQ Mforce Gen X,Germany,E-Commerce,Retailer,90012041,Amazon,23
2025-07-01,P & A,Graphic Card,A0721150403,AQ GT 21,Spain,Brick & Mortar,Retailer,90018108,Relief,135
