date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,forecast_quantity
2025-07-01,PC,Gaming Laptop,A5621110406,AQ Smash 1,Canada,Brick & Mortar,Retailer,90023024,Sage,2
2025-07-01,PC,Personal Laptop,A4218110203,AQ Digit,Portugal,Brick & Mortar,Retailer,90017056,Sorefoz,2
2025-07-01,PC,Business Laptop,A5820110101,AQ BZ Allin1,Netherlands,E-Commerce,Retailer,90014141,Amazon,1
2025-07-01,N & S,External Solid State Drives,A6319160203,AQ Neuer SSD,Mexico,E-Commerce,Retailer,90026205,Amazon,19
2025-07-01,P & A,Graphic Card,A0620150305,AQ Mforce Gen Z,India,E-Commerce,Retailer,90002008,Amazon,233
2025-07-01,N & S,External Solid State Drives,A6319160201,AQ Neuer SSD,Australia,Brick & Mortar,Retailer,90008167,,388
2025-07-01,P & A,Keyboard,A3421150604,AQ Qwerty,France,Brick & Mortar,Retailer,90011187,Chip 7,86
2025-07-01,P & A,Keyboard,A3220150405,AQ Lite,Sweden,E-Commerce,Direct,70019204,Atliq e Store,11
2025-01-07,P & A,Mouse,A2721150702,AQ Trigger Ms,Japan,Brick & Mortar,Retailer,90004065,Neptune,14
2025-07-01,PC,Business Laptop,A4918110104,AQ BZ 101,USA,Brick & Mortar,Retailer,90022072,Path,4
2025-07-01,PC,Gaming Laptop,A5621110406,AQ Smash 1,India,Brick & Mortar,Retailer,90002012,Electricalsocity,12
2025-07-01,P & A,Batteries,A3818150202,AQ LION x2,Austria,Brick & Mortar,Retailer,90020097,Atlas Stores,1
2025-07-01,PC,Gaming Laptop,A5519110303,AQ Gamer 3,Canada,Brick & Mortar,Retailer,90023027,,2
2025-07-01,P & A,MotherBoard,A1618150101,AQ MB Elite,France,E-Commerce,Retailer,90011192,Amazon,12
2025-07-01,P & A,Mouse,A2218150202,AQ Master wireless x1 Ms,Japan,Brick & Mortar,Direct,70004069,AltiQ Exclusive,48 units
2025-07-01,N & S,Wi fi extender,A7219160201,AQ Wi Power Dx2,Canada,Brick & Mortar,Retailer,90023028,walmart,860
2025-07-01,PC,Business Laptop,A5119110307,AQ BZ Gen Y,Pakistan,Brick & Mortar,Retailer,90005159,Expression,3
2025-07-01,P & A,Keyboard,A3019150206,AQ Master wireless x1,Spain,Brick & Mortar,Retailer,90018111,Media Markt,37
2025-07-01,PC,Business Laptop,A5219110401,AQ BZ Gen Z,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,4
2025-07-01,N & S,External Solid State Drives,A6419160302,AQ Clx1,France,Brick & Mortar,Retailer,90011185,Epic Stores,62 units
2025-07-01,PC,Business Laptop,A5018110202,AQ BZ Compact,Canada,Brick & Mortar,Retailer,90023024,Sage,9
2025-07-01,PC,Personal Laptop,A4419110406,AQ Elite,United Kingdom,Brick & Mortar,Retailer,90021088,Electricalslytical,100
2025-07-01,P & A,Mouse,A2419150404,AQ Lite Ms,Australia,E-Commerce,Retailer,90008168,Amazon,61
2025-07-01,P & A,Batteries,A4021150404,AQ Mx NB,Poland,E-Commerce,Retailer,90016176,Amazon,3
2025-07-01,PC,Personal Laptop,A4218110205,AQ Digit,USA,Brick & Mortar,-,90022079,walmart,4
2025-07-01,P & A,Mouse,A2721150702,AQ Trigger Ms,India,Brick & Mortar,Retailer,90002012,Electricalsocity,277
2025-01-07,P & A,Graphic Card,A0921150601,AQ Marquee P4,United Kingdom,E-Commerce,Retailer,90021095,,22
2025-07-01,P & A,MotherBoard,A1919150403,AQ MB Lito,Pakistan,E-Commerce,Direct,ZZZ7523,Atliq e Store,11
2025-07-01,PC,Gaming Laptop,A5318110105,AQ Gamer 1,Italy,Brick & Mortar,Retailer,90013120,Coolblue,3 units
2025-07-01,P & A,Graphic Card,A0519150204,AQ Mforce Gen Y,Germany,Brick & Mortar,Retailer,90012040,Fnac-Darty,17
2025-07-01,P & A,Mouse,A2620150605,AQ Qwerty Ms,Spain,Brick & Mortar,Retailer,90018112,Euronics,171
2025-07-01,P & A,Graphic Card,A0519150201,AQ Mforce Gen Y,Italy,Brick & Mortar,Retailer,90013116,Unity Stores,12 units
2025-07-01,P & A,Graphic Card,A0921150601,AQ Marquee P4,Netherlands,Brick & Mortar,Retailer,90014136,Reliance Digital,3
2025-07-01,P & A,Keyboard,A3018150202,AQ Master wireless x1,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,154
2025-07-01,P & A,Batteries,A4021150404,AQ Mx NB,Japan,Brick & Mortar,Retailer,90004061,Info Stores,3
2025-07-01,PC,Gaming Laptop,A5620110401,AQ Smash 1,Germany,Brick & Mortar,Retailer,90012035,Notebillig,1
2025-07-01,P & A,Processors,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Norway,Brick & Mortar,Retailer,90015145,Synthetic,44
2025-07-01,P & A,Keyboard,A2918150101,AQ Master wired x1,Spain,E-Commerce,Direct,70018115,Atliq e Store,101
2025-01-07,PC,Gaming Laptop,A5519110304,AQ Gamer 3,India,Brick & Mortar,Retailer,90002011,Atliq Exclusive,15
2025-07-01,PC,Business Laptop,A5119110303,AQ BZ Gen Y,Germany,Brick & Mortar,Retailer,90012035,Notebillig,2
2025-07-01,P & A,Mouse,A2520150504,AQ Maxima Ms,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,137
2025-07-01,P & A,Graphic Card,A0519150208,AQ Mforce Gen Y,Portugal,Brick & Mortar,Retailer,90017052,Power,620
2025-07-01,P & A,Batteries,A3920150305,AQ LION x3,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,3
2025-07-01,P & A,Mouse,A2721150703,AQ Trigger Ms,Australia,Brick & Mortar,Direct,70008169,AltiQ Exclusive,91 units
2025-07-01,P & A,Keyboard,A3220150406,AQ Lite,Germany,Brick & Mortar,Retailer,90012036,,39
2025-07-01,P & A,Graphic Card,A0821150504,AQ Marquee P3,Austria,E-Commerce,Direct,70020104,Atliq e Store,4
2025-07-01,PC,Personal Desktop,A6119110202,AQ HOME Allin1 Gen 2,South Korea,E-Commerce,Direct,70007199,Atliq e Store,2
2025-07-01,N & S,Wi fi extender,A7118160101,AQ Wi Power Dx1,Japan,Brick & Mortar,Retailer,90004064,All-Out,6
2025-07-01,N & S,Wi fi extender,A7119160103,AQ Wi Power Dx1,Italy,Brick & Mortar,Retailer,90013120,Coolblue,58
2025-07-01,N & S,External Solid State Drives,A6218160101,AQ Digit SSD,India,Brick & Mortar,Retailer,90002004,Vijay Sales,1062
2025-07-01,P & A,Graphic Card,A0418150105,AQ Mforce Gen X,Philiphines,Brick & Mortar,Direct,70006157,AltiQ Exclusive,20
2025-07-01,P & A,Graphic Card,A0619150301,AQ Mforce Gen Z,USA,Brick & Mortar,Retailer,90022076,,63
2025-07-01,P & A,Graphic Card,A0721150402,AQ GT 21,Spain,Brick & Mortar,Retailer,90018108,Relief,18
2025-07-01,PC,Personal Laptop,A4118110106,AQ Aspiron,Canada,E-Commerce,Retailer,90023023,Amazon,7
2025-07-01,P & A,Mouse,A2721150703,AQ Trigger Ms,Australia,E-Commerce,Retailer,90008168,Amazon,6540 units
2025-07-01,P & A,MotherBoard,A1718150201,AQ MB Crossx,India,E-Commerce,Retailer,90002016,Amazon,35
2025-07-01,PC,Personal Laptop,A4720110701,AQ GEN Z,China,E-Commerce,Retailer,90001021,Taobao,10
2025-07-01,PC,Business Laptop,A5119110303,AQ BZ Gen Y,France,Brick & Mortar,Retailer,90011187,Chip 7,6
2025-07-01,PC,Gaming Laptop,A5721110505,AQ Smash 2,Poland,Brick & Mortar,Retailer,90016173,Expert,1 units
2025-07-01,P & A,Graphic Card,A0519150206,AQ Mforce Gen Y,Bangladesh,Brick & Mortar,Retailer,ZZZ7126,Control,400
2025-07-01,P & A,Batteries,A4021150403,AQ Mx NB,USA,Brick & Mortar,Retailer,90022080,Staples,26
2025-07-01,PC,Personal Laptop,A4218110206,AQ Digit,Austria,E-Commerce,Direct,70020104,Atliq e Store,1
2025-07-01,PC,Business Laptop,A5820110101,AQ BZ Allin1,Canada,Brick & Mortar,Retailer,90023028,walmart,9
2025-07-01,PC,Business Laptop,A5119110302,AQ BZ Gen Y,USA,Brick & Mortar,Retailer,90022073,Control,20
2025-07-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,Poland,Brick & Mortar,Retailer,90016171,Electricalsara Stores,20
2025-07-01,PC,Personal Laptop,A4519110502,AQ Gen X,France,Brick & Mortar,Retailer,90011189,UniEuro,9
2025-07-01,PC,Business Laptop,A5119110301,AQ BZ Gen Y,Germany,Brick & Mortar,Retailer,90012039,Currys (Dixons Carphone),3
2025-07-01,PC,Gaming Laptop,A5621110408,AQ Smash 1,Poland,Brick & Mortar,Direct,70016177,AltiQ Exclusive,1
2025-07-01,PC,Personal Desktop,A6119110203,AQ HOME Allin1 Gen 2,Germany,Brick & Mortar,Retailer,90012040,,1
2025-07-01,N & S,External Solid State Drives,A6218160102,AQ Digit SSD,Brazil,E-Commerce,Retailer,ZZZ4441,Amazon,67
2025-07-01,P & A,Batteries,A3819150205,AQ LION x2,Bangladesh,Brick & Mortar,Retailer,90010045,Control,11
2025-07-01,PC,Personal Laptop,A4319110302,AQ Velocity,Portugal,Brick & Mortar,Retailer,90017052,Power,3
2025-07-01,P & A,Keyboard,A2918150103,AQ Master wired x1,Brazil,E-Commerce,Retailer,90027207,Amazon,10
2025-07-01,P & A,Keyboard,A3019150204,AQ Master wireless x1,Italy,Brick & Mortar,Retailer,90013116,Unity Stores,14
2025-07-01,P & A,Keyboard,A3018150203,AQ Master wireless x1,Poland,Brick & Mortar,Retailer,ZZZ4269,Power,15
2025-07-01,P & A,Mouse,A2520150502,AQ Maxima Ms,France,E-Commerce,Retailer,ZZZ7226,Amazon,145
2025-07-01,P & A,MotherBoard,A1718150202,AQ MB Crossx,Norway,Brick & Mortar,Retailer,90015148,,14
2025-07-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,Philiphines,E-Commerce,Retailer,90006156,Amazon,178
2025-07-01,P & A,Processors,A1521150602,AQ Electron 3 3600 Desktop Processor,South Korea,E-Commerce,Retailer,90007197,Amazon,11
2025-07-01,PC,Personal Laptop,A4721110703,AQ GEN Z,Canada,Brick & Mortar,Retailer,90023028,walmart,8
2025-07-01,P & A,Graphic Card,A0621150307,AQ Mforce Gen Z,Netherlands,Brick & Mortar,Retailer,90014140,Radio Popular,9
2025-07-01,PC,Business Laptop,A5820110107,AQ BZ Allin1,Indonesia,E-Commerce,Retailer,90003180,Amazon,6
2025-07-01,PC,Gaming Laptop,A5621110406,AQ Smash 1,India,E-Commerce,Retailer,90002008,Amazon,14
2025-07-01,PC,Personal Laptop,A4218110201,AQ Digit,Japan,Brick & Mortar,Retailer,90004063,Electricalsbea Stores,2
2025-01-07,PC,Business Laptop,A5219110407,AQ BZ Gen Z,France,E-Commerce,Retailer,90011192,Amazon,7
2025-07-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Poland,Brick & Mortar,Direct,70016177,AltiQ Exclusive,12
2025-07-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,Mexico,E-Commerce,Retailer,90026205,Amazon,39
2025-07-01,P & A,Processors,A1320150403,AQ Electron 5 3600 Desktop Processor,Canada,Brick & Mortar,Retailer,90023028,walmart,68
2025-07-01,P & A,Mouse,A2620150603,AQ Qwerty Ms,Philiphines,Brick & Mortar,Distributor,80006155,Novus,915
2025-07-01,P & A,Keyboard,A3019150206,AQ Master wireless x1,Portugal,E-Commerce,Retailer,90017059,Amazon,38
2025-01-07,P & A,Keyboard,A3119150303,AQ Gamers,Norway,Brick & Mortar,Retailer,90015144,Sound,128
2025-07-01,PC,Personal Laptop,A4118110106,AQ Aspiron,Italy,Brick & Mortar,Retailer,90013120,Coolblue,3
2025-07-01,PC,Business Laptop,A5018110206,AQ BZ Compact,Bangladesh,Brick & Mortar,Direct,70010047,AltiQ Exclusive,4
2025-07-01,N & S,Wi fi extender,A7219160201,AQ Wi Power Dx2,Philiphines,Brick & Mortar,Distributor,80006155,Novus,13340
2025-07-01,N & S,External Solid State Drives,A6319160203,AQ Neuer SSD,Brazil,E-Commerce,Direct,70027208,Atliq e Store,21
2025-01-07,PC,Business Laptop,A5018110206,AQ BZ Compact,Portugal,Brick & Mortar,Retailer,ZZZ8451,Sorefoz,4
2025-07-01,P & A,Internal HDD,A0321150303,AQ Zion Saga,United Kingdom,Brick & Mortar,Retailer,90021093,Chip 7,21
2025-07-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,USA,Brick & Mortar,Retailer,90022077,Radio Shack,11
2025-07-01,P & A,Processors,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Netherlands,Brick & Mortar,Retailer,90014135,Electricalslance Stores,4
2025-07-01,P & A,MotherBoard,A1618150104,AQ MB Elite,Newzealand,E-Commerce,-,90009132,Amazon,7
2025-07-01,PC,Business Laptop,A5018110204,AQ BZ Compact,USA,E-Commerce,Direct,70022085,,18
2025-07-01,P & A,MotherBoard,A1819150302,AQ MB Crossx 2,Italy,Brick & Mortar,Retailer,90013121,Boulanger,6 units
2025-07-01,PC,Business Laptop,A4918110103,AQ BZ 101,Pakistan,Brick & Mortar,Retailer,90005160,Nomad Stores,1
2025-07-01,P & A,Mouse,A2319150305,AQ Gamers Ms,India,Brick & Mortar,Retailer,90002011,Atliq Exclusive,1327
2025-07-01,PC,Business Laptop,A5219110406,AQ BZ Gen Z,Philiphines,Brick & Mortar,Distributor,80006155,Novus,14
2025-07-01,P & A,Internal HDD,A0321150302,AQ Zion Saga,Portugal,E-Commerce,Direct,70017060,Atliq e Store,31
2025-07-01,PC,Personal Laptop,A4419110408,AQ Elite,Canada,Brick & Mortar,Retailer,90023025,Premium Stores,3
2025-07-01,PC,Personal Laptop,A4218110208,AQ Digit,Portugal,Brick & Mortar,Retailer,90017052,Power,1
2025-07-01,PC,Business Laptop,A5219110401,AQ BZ Gen Z,India,Brick & Mortar,Retailer,90002005,Lotus,20
2025-07-01,P & A,Internal HDD,A0321150302,AQ Zion Saga,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,320
2025-07-01,P & A,Mouse,A2721150706,AQ Trigger Ms,India,Brick & Mortar,Retailer,90002004,Vijay Sales,302
2025-07-01,PC,Business Laptop,A5119110307,AQ BZ Gen Y,USA,E-Commerce,Retailer,90022083,Ebay,320
2025-07-01,PC,Business Laptop,A5820110103,AQ BZ Allin1,Spain,Brick & Mortar,Retailer,90018113,ElkjÃ¸p,5
2025-07-01,P & A,Mouse,A2319150304,AQ Gamers Ms,Bangladesh,E-Commerce,Direct,70010048,Atliq e Store,168
2025-07-01,N & S,Wi fi extender,A7321160301,AQ Wi Power Dx3,India,Brick & Mortar,Retailer,90002011,,81
2025-07-01,P & A,Graphic Card,A0721150401,AQ GT 21,India,Brick & Mortar,Retailer,ZZZ9645,Vijay Sales,139
2025-01-07,P & A,MotherBoard,A2020150501,AQ MB Lito 2,China,Brick & Mortar,Distributor,80001019,Neptune,184
2025-07-01,PC,Gaming Laptop,A5721110506,AQ Smash 2,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,1
2025-01-07,P & A,Graphic Card,A0519150206,AQ Mforce Gen Y,Austria,Brick & Mortar,Retailer,90020101,Euronics,9
2025-07-01,N & S,Wi fi extender,A7321160301,AQ Wi Power Dx3,Norway,Brick & Mortar,Retailer,90015149,UniEuro,152 units
2025-07-01,P & A,Keyboard,A3420150602,AQ Qwerty,USA,Brick & Mortar,Retailer,ZZZ2169,Acclaimed Stores,340
2025-07-01,PC,Business Laptop,A5820110107,AQ BZ Allin1,Italy,Brick & Mortar,Retailer,90013121,Boulanger,6
2025-01-07,P & A,Graphic Card,A0721150402,AQ GT 21,USA,Brick & Mortar,Retailer,90022076,Circuit City,49 units
2025-07-01,PC,Personal Laptop,A4519110501,AQ Gen X,France,E-Commerce,N/A,90011192,Amazon,5
2025-07-01,N & S,External Solid State Drives,A6218160101,AQ Digit SSD,Japan,Brick & Mortar,Retailer,90004061,Info Stores,36
2025-07-01,P & A,Batteries,A3718150102,AQ LION x1,Germany,E-Commerce,N/A,90012041,Amazon,7
2025-07-01,N & S,Wi fi extender,A7220160203,AQ Wi Power Dx2,Pakistan,E-Commerce,Direct,70005163,Atliq e Store,16
2025-07-01,PC,Personal Laptop,A4721110704,AQ GEN Z,Norway,Brick & Mortar,Retailer,90015145,Synthetic,2
2025-07-01,P & A,Processors,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Philiphines,Brick & Mortar,Retailer,90006153,Insight,33 units
2025-07-01,P & A,Mouse,A2620150606,AQ Qwerty Ms,Italy,E-Commerce,Retailer,90013124,Amazon,42
2025-07-01,PC,Personal Laptop,A4520110507,AQ Gen X,Italy,Brick & Mortar,Retailer,90013117,,2
2025-01-07,PC,Business Laptop,A5119110302,AQ BZ Gen Y,Chile,Brick & Mortar,Retailer,90024183,Electricalsbea Stores,1
2025-07-01,PC,Gaming Laptop,A5620110402,AQ Smash 1,Australia,Brick & Mortar,Retailer,90008167,Electricalsocity,4
2025-07-01,PC,Personal Laptop,A4218110207,AQ Digit,India,Brick & Mortar,Retailer,90002015,Propel,25
2025-01-07,P & A,Graphic Card,A0721150404,AQ GT 21,Chile,E-Commerce,Retailer,90024184,Amazon,60 units
2025-07-01,P & A,Mouse,A2219150205,AQ Master wireless x1 Ms,United Kingdom,E-Commerce,Retailer,90021095,Amazon,54
2025-07-01,P & A,Keyboard,A3320150505,AQ Maxima,Australia,Brick & Mortar,Direct,ZZZ9818,AltiQ Exclusive,114
2025-07-01,PC,Business Laptop,A4918110102,AQ BZ 101,India,Brick & Mortar,Retailer,90002005,Lotus,17
2025-07-01,P & A,Processors,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,India,E-Commerce,Retailer,90002016,Amazon,60 units
2025-07-01,P & A,Processors,A1521150601,AQ Electron 3 3600 Desktop Processor,Canada,E-Commerce,Retailer,90023023,Amazon,79
2025-01-07,P & A,MotherBoard,A1718150203,AQ MB Crossx,Norway,Brick & Mortar,Retailer,90015148,Boulanger,20
2025-07-01,PC,Personal Laptop,A4520110507,AQ Gen X,Newzealand,Brick & Mortar,Retailer,90009128,Propel,2
2025-01-07,P & A,Graphic Card,A0620150306,AQ Mforce Gen Z,Netherlands,E-Commerce,Direct,70014143,Atliq e Store,2
2025-01-07,PC,Personal Laptop,A4319110304,AQ Velocity,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,2
2025-07-01,PC,Gaming Laptop,A5621110406,AQ Smash 1,Spain,Brick & Mortar,Retailer,90018113,ElkjÃ¸p,3
2025-07-01,PC,Personal Laptop,A4419110408,AQ Elite,Australia,Brick & Mortar,UNKNOWN,90008165,Forward Stores,6
2025-07-01,P & A,Graphic Card,A0821150501,AQ Marquee P3,India,Brick & Mortar,Retailer,90002004,Vijay Sales,45
2025-07-01,P & A,Mouse,A2620150605,AQ Qwerty Ms,India,E-Commerce,Retailer,90002009,Flipkart,449
2025-07-01,P & A,Mouse,A2319150306,AQ Gamers Ms,Japan,E-Commerce,Retailer,90004068,Amazon,57
2025-07-01,P & A,MotherBoard,A1819150304,AQ MB Crossx 2,Chile,E-Commerce,Retailer,90024184,Amazon,2
2025-07-01,P & A,Batteries,A4021150404,AQ Mx NB,Brazil,E-Commerce,Retailer,90027207,Amazon,3
2025-01-07,P & A,Mouse,A2319150304,AQ Gamers Ms,Sweden,Brick & Mortar,Retailer,90019201,Expert,4
2025-07-01,PC,Personal Laptop,A4721110703,AQ GEN Z,USA,Brick & Mortar,Retailer,90022080,Staples,6
2025-07-01,P & A,Keyboard,A3521150705,AQ Trigger,China,E-Commerce,Retailer,90001021,Taobao,246
2025-07-01,P & A,Keyboard,A3120150305,AQ Gamers,Germany,Brick & Mortar,Retailer,90012036,Billa,67
2025-07-01,PC,Gaming Laptop,A5620110402,AQ Smash 1,South Korea,E-Commerce,Direct,70007199,,5
2025-01-07,P & A,Graphic Card,A0821150503,AQ Marquee P3,Spain,Brick & Mortar,Retailer,90018112,Euronics,24
2025-07-01,PC,Gaming Laptop,A5519110303,AQ Gamer 3,United Kingdom,Brick & Mortar,Retailer,90021093,Chip 7,60
2025-07-01,N & S,Wi fi extender,A7118160101,AQ Wi Power Dx1,Spain,Brick & Mortar,Retailer,90018112,Euronics,58
2025-01-07,P & A,Mouse,A2620150606,AQ Qwerty Ms,India,Brick & Mortar,Retailer,ZZZ1027,Vijay Sales,711
2025-07-01,PC,Business Laptop,A4918110103,AQ BZ 101,Portugal,Brick & Mortar,Retailer,90017049,Premium Stores,6
2025-07-01,P & A,MotherBoard,A1819150304,AQ MB Crossx 2,Germany,Brick & Mortar,Retailer,90012040,Fnac-Darty,10
2025-07-01,P & A,Keyboard,A3120150304,AQ Gamers,Newzealand,Brick & Mortar,Retailer,90009128,Propel,77
2025-07-01,P & A,Graphic Card,A0621150308,AQ Mforce Gen Z,Germany,Brick & Mortar,Retailer,90012035,Notebillig,9
2025-07-01,P & A,Internal HDD,A0118150101,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Italy,Brick & Mortar,Retailer,90013119,,140
2025-07-01,P & A,Processors,A1421150503,AQ Electron 4 3600 Desktop Processor,Bangladesh,E-Commerce,Direct,70010048,Atliq e Store,16
2025-07-01,PC,Personal Laptop,A4318110301,AQ Velocity,France,Brick & Mortar,Direct,70011193,AltiQ Exclusive,5
2025-07-01,PC,Business Laptop,A5119110308,AQ BZ Gen Y,Italy,Brick & Mortar,Retailer,90013121,Boulanger,4
2025-07-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,Italy,Brick & Mortar,Retailer,90013116,Unity Stores,2 units
2025-07-01,N & S,Wi fi extender,A7321160302,AQ Wi Power Dx3,Canada,Brick & Mortar,Retailer,90023027,Costco,149
2025-07-01,PC,Gaming Laptop,A5519110302,AQ Gamer 3,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,2
2025-07-01,P & A,Batteries,A3920150305,AQ LION x3,Bangladesh,Brick & Mortar,Retailer,90010045,Control,14
2025-07-01,P & A,Keyboard,A3018150201,AQ Master wireless x1,Bangladesh,Brick & Mortar,Direct,70010047,AltiQ Exclusive,23
2025-07-01,P & A,Internal HDD,A0320150301,AQ Zion Saga,Newzealand,Brick & Mortar,Retailer,90009131,Path,340
2025-07-01,P & A,Keyboard,A2918150104,AQ Master wired x1,Japan,Brick & Mortar,Retailer,90004061,Info Stores,23 units
2025-07-01,PC,Business Laptop,A5119110308,AQ BZ Gen Y,Spain,Brick & Mortar,Retailer,90018112,Euronics,2
2025-07-01,PC,Personal Laptop,A4620110602,AQ Gen Y,Newzealand,Brick & Mortar,Retailer,90009127,Epic Stores,3
2025-07-01,P & A,MotherBoard,A1920150404,AQ MB Lito,Japan,Brick & Mortar,Retailer,90004064,All-Out,1
2025-07-01,P & A,Graphic Card,A0620150303,AQ Mforce Gen Z,India,Brick & Mortar,Retailer,90002012,Electricalsocity,28
2025-07-01,P & A,Processors,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,South Korea,E-Commerce,Retailer,90007197,Amazon,17
2025-07-01,N & S,External Solid State Drives,A6520160402,AQ Clx2,Pakistan,Brick & Mortar,-,90005159,Expression,38
2025-07-01,P & A,Graphic Card,A0621150307,AQ Mforce Gen Z,India,Brick & Mortar,Retailer,90002001,Reliance Digital,170
2025-07-01,P & A,Mouse,A2520150504,AQ Maxima Ms,France,Brick & Mortar,Retailer,90011185,Epic Stores,228 units
2025-07-01,PC,Personal Laptop,A4520110508,AQ Gen X,Netherlands,Brick & Mortar,Retailer,90014135,Electricalslance Stores,1
2025-01-07,P & A,Mouse,A2319150301,AQ Gamers Ms,Portugal,Brick & Mortar,Retailer,90017052,Power,45
2025-07-01,P & A,Mouse,A2319150304,AQ Gamers Ms,Japan,E-Commerce,UNKNOWN,90004068,Amazon,8
2025-07-01,PC,Personal Laptop,A4520110506,AQ Gen X,South Korea,Brick & Mortar,Distributor,80007196,Leader,15
2025-07-01,P & A,Processors,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,France,Brick & Mortar,Retailer,90011188,ElkjÃ¸p,8
2025-07-01,P & A,Batteries,A4020150402,AQ Mx NB,Philiphines,Brick & Mortar,-,70006157,AltiQ Exclusive,3
2025-07-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,Austria,E-Commerce,Direct,70020104,Atliq e Store,8
2025-07-01,P & A,Keyboard,A3320150505,AQ Maxima,Sweden,E-Commerce,Retailer,90019203,Amazon,12 units
2025-07-01,PC,Personal Laptop,A4520110504,AQ Gen X,Portugal,Brick & Mortar,Retailer,90017057,Euronics,5 units
2025-07-01,PC,Gaming Laptop,A5419110201,AQ Gamer 2,Philiphines,E-Commerce,Retailer,90006156,Amazon,3
2025-07-01,PC,Business Laptop,A5018110202,AQ BZ Compact,Italy,Brick & Mortar,Retailer,90013121,Boulanger,3
2025-07-01,P & A,Keyboard,A2918150106,AQ Master wired x1,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,212
2025-07-01,PC,Personal Laptop,A4419110403,AQ Elite,Italy,Brick & Mortar,Retailer,90013120,Coolblue,5 units
2025-07-01,P & A,Keyboard,A3220150405,AQ Lite,USA,Brick & Mortar,Retailer,90022077,Radio Shack,155
2025-07-01,P & A,MotherBoard,A1919150402,AQ MB Lito,India,Brick & Mortar,Retailer,90002001,Reliance Digital,26
2025-01-07,PC,Gaming Laptop,A5721110503,AQ Smash 2,Italy,Brick & Mortar,Retailer,90013117,Euronics,1
2025-01-07,P & A,Mouse,A2219150205,AQ Master wireless x1 Ms,India,Brick & Mortar,Retailer,90002011,Atliq Exclusive,656
2025-01-07,P & A,Graphic Card,A0619150301,AQ Mforce Gen Z,India,E-Commerce,Retailer,ZZZ6280,Amazon,170
2025-07-01,N & S,Wi fi extender,A7220160203,AQ Wi Power Dx2,France,Brick & Mortar,Retailer,90011185,Epic Stores,221 units
2025-07-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Pakistan,E-Commerce,Direct,70005163,Atliq e Store,20
2025-07-01,P & A,MotherBoard,A1819150301,AQ MB Crossx 2,USA,E-Commerce,Retailer,90022081,Amazon,59
2025-07-01,P & A,Processors,A1320150403,AQ Electron 5 3600 Desktop Processor,Newzealand,Brick & Mortar,UNKNOWN,90009129,Leader,22
2025-01-07,PC,Personal Laptop,A4721110703,AQ GEN Z,USA,Brick & Mortar,Retailer,90022071,Acclaimed Stores,10
2025-07-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,Germany,Brick & Mortar,Retailer,90012036,Billa,98
2025-07-01,PC,Personal Laptop,A4620110607,AQ Gen Y,Bangladesh,E-Commerce,Direct,70010048,Atliq e Store,6
2025-07-01,P & A,MotherBoard,A1819150301,AQ MB Crossx 2,Pakistan,Brick & Mortar,Retailer,90005160,Nomad Stores,12
2025-07-01,P & A,Batteries,A3920150302,AQ LION x3,Netherlands,E-Commerce,Retailer,90014141,Amazon,3
2025-07-01,PC,Personal Desktop,A6120110205,AQ HOME Allin1 Gen 2,Australia,Brick & Mortar,Retailer,90008165,Forward Stores,1
2025-07-01,PC,Gaming Laptop,A5419110208,AQ Gamer 2,USA,Brick & Mortar,Retailer,90022071,Acclaimed Stores,9
2025-07-01,PC,Personal Desktop,A6018110104,AQ Home Allin1,Newzealand,Brick & Mortar,Retailer,90009127,Epic Stores,1
2025-07-01,P & A,Keyboard,A3120150305,AQ Gamers,South Korea,Brick & Mortar,UNKNOWN,80007196,,256
